frame,time,pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,knee_angle_r_beta,ankle_angle_r,subtalar_angle_r,mtp_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,knee_angle_l_beta,ankle_angle_l,subtalar_angle_l,mtp_angle_l,lumbar_extension,lumbar_bending,lumbar_rotation,arm_flex_r,arm_add_r,arm_rot_r,elbow_flex_r,pro_sup_r,arm_flex_l,arm_add_l,arm_rot_l,elbow_flex_l,pro_sup_l
641,5.34166667,-86.86453244,6.60777117,-179.56846323,0.92364796,0.43684242,-0.59919239,9.42603014,1.09535855,-13.02979728,11.94749279,0.20852309,14.81740522,2.64036632,-7.49999987,11.49130773,-14.74062357,-17.37787735,21.37273505,0.3730246,28.2366493,13.66036107,-7.49999987,-20.44902937,8.86261254,1.99170909,10.37804283,-7.87515354,-0.84146958,19.36166272,96.53795433,8.32482199,-5.76718333,4.2043954,23.78895072,104.79315488
642,5.35,-87.20305728,7.0728778,-179.27710828,0.9236374,0.43937106,-0.59897949,8.75622581,1.72654181,-12.7337224,11.65530402,0.20342343,14.58385448,1.89139423,-7.49999987,11.28742468,-15.22586591,-16.81766016,21.75073598,0.37962196,28.29644161,13.42617135,-7.49999987,-20.52499541,9.46325956,2.03900539,11.21623236,-7.83881851,-0.92767547,19.63653098,97.05345605,9.28295819,-5.73032482,4.82813136,23.68075506,105.12637757
643,5.35833333,-87.1746301,7.6735283,-179.74925674,0.92357333,0.44034533,-0.60038035,8.7212554,2.54146062,-12.48801452,11.54527033,0.20150298,14.27153268,2.0666339,-7.49999987,11.48764639,-16.08980539,-16.79682393,22.34353213,0.3899682,28.33133449,13.10417876,-7.49999987,-20.51662905,9.99771093,2.78578847,12.24778894,-7.9298786,-0.72873195,19.98255685,97.32966323,10.35424208,-5.47326045,5.09655348,23.57243537,104.9401993
644,5.36666667,-87.59749071,7.74149562,-179.83865954,0.92404737,0.44288425,-0.60046426,8.07480374,2.73207264,-11.85143592,11.50259394,0.20075814,14.12837489,1.42229267,-7.49999987,10.82078025,-16.17699839,-16.71338275,22.36774093,0.39039073,28.26799725,12.83763218,-7.49999987,-20.76768122,10.06253796,3.00048483,13.27609601,-7.96685201,-0.00259219,20.14676349,97.24856657,11.30845271,-5.4023831,5.56706112,23.60406448,104.82631105
645,5.375,-87.84825401,8.09352565,-179.98278712,0.92409465,0.44531469,-0.60094672,7.53783624,3.30594723,-11.07721301,11.27106622,0.19671722,13.78577161,0.54112177,-7.49999987,10.52358326,-16.76727041,-16.94552864,22.83277827,0.39850716,28.37012367,12.890206,-7.49999987,-20.8291386,10.40051712,3.41084658,14.13241734,-8.02277169,0.32167013,20.52399336,97.2493592,12.30022175,-5.392249,6.18018883,23.65453758,105.03646666
646,5.38333333,-87.94272636,8.47336968,-179.87672629,0.92366534,0.44714617,-0.60093766,7.35237348,3.7774106,-10.94581816,11.31519366,0.19748738,13.67767133,0.17274592,-7.49999987,10.7070121,-17.44236134,-17.17247495,23.61694714,0.41219349,28.5816763,13.2953763,-7.49999987,-20.71980068,10.84054196,3.54266336,15.04807738,-8.05496119,0.61180426,20.7995785,97.75292253,13.25817621,-5.34803566,6.29502693,23.85434105,105.2919993
647,5.39166667,-88.19811489,8.64942197,-179.98007723,0.92370476,0.44930084,-0.6010026,6.98944724,4.01922761,-10.6309432,11.38293098,0.19866962,13.61897495,-0.0557286,-7.49999987,10.3691402,-17.81310578,-17.62570574,23.93076187,0.41767059,28.65027317,13.6428343,-7.49999987,-20.80840692,11.00793668,3.83584972,16.03727549,-8.06297124,0.83378246,20.96757128,98.47920117,14.18745587,-5.20617164,6.36355564,23.93104588,105.69548779
648,5.4,-88.30843611,9.2672693,-179.87645272,0.92326022,0.45196026,-0.60125031,6.5793333,4.84323259,-10.27010977,11.13615425,0.19436256,13.38642884,-0.72103102,-7.49999987,10.41346373,-18.78455466,-18.03886961,24.53615347,0.42823666,28.89998339,14.51106435,-7.49999987,-20.63559895,11.72211395,4.02814258,16.94470085,-8.17342045,1.83047028,21.16646877,96.91266309,14.98610037,-5.03624887,6.81190576,23.91308901,105.19371739
649,5.40833333,-88.81907891,9.02481588,-180.2032822,0.92421146,0.45488516,-0.60163685,5.93336476,4.56512313,-10.12382105,11.48497782,0.20045068,13.41258449,-0.40038772,-7.49999987,9.36131137,-18.53477478,-18.61038952,24.26924953,0.42357831,28.29281074,14.65010112,-7.49999987,-20.91841449,11.38361949,4.50122383,17.80817056,-8.16981034,1.70524827,21.3777952,97.16607918,16.08191435,-5.05990244,7.40700295,23.68617583,105.44657481
650,5.41666667,-88.99510516,9.13198932,-180.11351052,0.92415239,0.45735346,-0.60174795,5.64735166,4.67961917,-10.21666188,11.68070291,0.20386672,13.6225384,-0.40197154,-7.49999987,9.27918908,-18.74065578,-18.57347022,24.74529177,0.43188682,28.46785635,14.66320562,-7.49999987,-20.80675855,11.51570598,4.63105392,18.67018565,-8.12667391,1.65099772,21.58332602,97.86202285,17.07249289,-5.12573201,7.79316234,23.76861269,105.53078938
651,5.425,-89.09106839,9.30677182,-180.0539177,0.92407468,0.45961706,-0.60184287,5.50393406,4.88114265,-10.10188945,11.87091331,0.20718652,13.71425994,-0.69740872,-7.49999987,9.27755609,-19.05052111,-18.51803257,25.25019103,0.44069897,28.63967574,14.65414573,-7.49999987,-20.65054165,11.72836595,4.73729311,19.59222498,-8.1425368,2.28319633,21.77452364,97.74222783,18.02926609,-5.19857319,8.56885106,23.82320272,105.22845872
652,5.43333333,-89.15546504,9.49225452,-179.98149514,0.92391011,0.46175124,-0.6017813,5.38500436,5.09282235,-9.99004374,12.01777775,0.20974979,13.76058777,-1.06459772,-7.49999987,9.32643355,-19.3228421,-18.25952861,25.70726965,0.4486765,28.76049579,14.44700692,-7.49999987,-20.46730342,11.97064449,4.85441748,20.49042617,-8.11872127,2.27763708,22.09949426,97.94555531,18.95131557,-5.17599656,8.90389877,23.93587346,105.30906017
653,5.44166667,-89.1926938,9.94396911,-179.84788609,0.92349415,0.46427558,-0.60162025,4.97496964,5.720828,-9.48729611,11.58019595,0.20211255,13.51211489,-1.87661753,-7.49999987,9.44660371,-19.98076256,-18.22946776,26.29453303,0.45892618,28.99913943,14.57853686,-7.49999987,-20.19396588,12.53786446,4.96523461,21.37313192,-8.22882286,3.14907719,22.37690448,96.53830279,19.75304641,-5.09189776,9.01794,24.18627306,104.33301602
654,5.45,-89.24576627,10.22991807,-179.78686715,0.923151,0.46666834,-0.60151215,4.59535996,6.14557561,-9.10759067,11.25510846,0.1964387,13.41610262,-2.3800861,-7.49999987,9.38196066,-20.35597779,-18.11887983,26.62408166,0.46467789,29.10525651,14.50197094,-7.49999987,-19.94900519,12.89207678,5.08509074,22.2189573,-8.26011775,3.21440361,22.7651527,96.44675083,20.51059429,-5.01515862,8.61460894,24.63134228,104.27647671
655,5.45833333,-89.28484971,10.39492637,-179.71275452,0.92278522,0.46900609,-0.60134839,4.48386737,6.29608274,-9.35769734,11.43062413,0.19950203,13.66136296,-2.18837632,-7.49999987,9.34734333,-20.60225402,-18.06435899,26.9475709,0.47032384,29.22702665,14.42787416,-7.49999987,-19.67218157,13.10179787,5.16728971,23.11424431,-8.31529647,3.58755702,22.97060118,97.40279352,21.38841529,-5.06451924,9.34626089,24.8307013,105.14426211
656,5.46666667,-89.33906937,10.75856797,-179.78062835,0.92251854,0.47175061,-0.60176588,4.21965368,6.76925874,-9.01370689,11.37465434,0.19852517,13.54324463,-2.62612564,-7.49999987,9.25945127,-21.24558659,-18.47125601,27.38379915,0.47793746,29.4721667,14.96292547,-7.49999987,-19.41602374,13.47750433,5.41893611,23.84552968,-8.29492133,3.67016579,23.59557736,94.19906299,22.10691124,-4.93632531,9.65219969,25.25997982,101.9343432
657,5.475,-89.39143469,10.5397707,-179.89822478,0.92247772,0.47401018,-0.60159434,4.31150292,6.40298196,-9.22267504,11.96548398,0.20883709,14.00873995,-2.2606756,-7.49999987,8.99617256,-20.92113223,-18.34014858,27.38863884,0.47802193,29.33704418,14.45739017,-7.49999987,-19.21558692,13.24990065,5.46931537,24.76057011,-8.26894314,3.68578641,23.77012742,98.10779031,22.82799765,-4.86769733,8.52207638,25.64820521,105.3653634
658,5.48333333,-89.41865742,10.57122311,-179.84096062,0.92244208,0.47634738,-0.60144602,4.17173095,6.4272623,-9.28918468,12.05777901,0.21044794,14.12490179,-2.38862029,-7.49999987,8.86799082,-20.97550354,-18.32729293,27.48087135,0.47963169,29.39369166,14.42847159,-7.49999987,-18.93617463,13.31576404,5.51842031,25.57308656,-8.22482237,3.70388647,24.16014239,98.12572006,23.66332288,-4.90749938,8.49145025,25.95644238,105.36959432
659,5.49166667,-89.42976053,10.59577224,-179.79244173,0.92244758,0.47851975,-0.60142466,4.06906552,6.46376492,-9.34063328,12.15905867,0.21221561,14.21618738,-2.50526437,-7.49999987,8.76193163,-21.0353307,-18.38640764,27.58661717,0.4814773,29.48574706,14.39044941,-7.49999987,-18.66425994,13.34252672,5.55901329,26.37641217,-8.18924738,3.74924182,24.55870055,98.14771955,24.55089039,-4.90377843,8.45697892,26.30958864,105.37350579
660,5.5,-89.56953379,10.61092898,-179.78157921,0.92259716,0.48073811,-0.6015444,3.93099097,6.47272382,-9.32022737,12.4761994,0.21775076,14.26797701,-2.7204012,-7.49999987,8.63260283,-21.14493524,-18.30780894,27.9786773,0.48832004,29.5768258,14.47051048,-7.49999987,-18.53363196,13.33757239,5.64854955,27.15657009,-8.17022304,3.87529623,25.11769932,98.19280291,25.36259363,-4.91609263,8.41750284,26.76633796,105.38645633
661,5.50833333,-89.49875507,11.02793792,-179.60235149,0.92202383,0.48277075,-0.60155549,4.06045405,6.97840602,-9.11515877,12.76735678,0.22283241,14.1594298,-3.57865648,-7.49999987,9.0935469,-21.93776374,-18.45484837,28.92566007,0.50484801,29.91181825,15.11277084,-7.49999987,-18.11193234,13.84714977,5.64264704,27.91690767,-8.25552946,4.29399602,25.59821078,98.68524522,25.98643356,-4.89480121,7.93979168,27.54068465,106.44412317
662,5.51666667,-89.52168286,11.16523046,-179.43414651,0.92185211,0.48511615,-0.60138871,3.99458856,7.11708358,-9.25555801,12.96826069,0.22633885,14.28039839,-3.77435623,-7.49999987,9.26119565,-22.21719096,-18.25961758,29.51426319,0.51512107,30.01621139,14.99650715,-7.49999987,-17.7659951,14.0617275,5.58586483,28.66337999,-8.27647351,4.54166981,26.03794052,98.63945868,26.63813045,-4.99474548,8.09956805,28.24985283,106.79603667
663,5.525,-89.54425505,11.10493746,-179.47955122,0.92187924,0.48725555,-0.60168983,4.00760579,7.02868546,-9.23280525,13.33980194,0.23282347,14.50335461,-3.82346043,-7.49999987,9.20705757,-22.22949496,-18.25798354,29.76465534,0.51949124,30.01675503,14.82702053,-7.49999987,-17.4931326,13.98388766,5.65431165,29.40600387,-8.26279257,4.85915424,26.53780966,98.80166606,27.36560976,-5.09172176,8.10383063,28.87917508,106.85619554
664,5.53333333,-89.54639776,11.07284232,-179.45980961,0.92188391,0.48896386,-0.60177614,4.11263471,6.97034808,-9.23348874,13.75523487,0.24007414,14.64710273,-3.97639945,-7.49999987,9.27553691,-22.2244698,-18.13626054,30.00381382,0.52366534,29.90609195,14.61952131,-7.49999987,-17.24251625,13.96667867,5.66583956,30.2059857,-8.33397915,5.5279412,27.08318188,98.61124635,28.13662231,-5.18423985,8.20902975,29.47210289,106.74569905
665,5.54166667,-89.55333686,11.08273073,-179.38747235,0.92191336,0.49083393,-0.60168286,4.12015739,7.0035061,-9.20624575,13.98929762,0.2441593,14.61866579,-4.31029259,-7.49999987,9.38709624,-22.24006104,-17.83493742,30.32414771,0.52925622,29.87556809,14.31896981,-7.49999987,-16.96217891,13.99247569,5.66418588,30.9369719,-8.41508906,6.11055488,27.65463074,98.21447175,28.83983569,-5.2914245,8.49823932,30.14104295,106.49293363
666,5.55,-89.58622977,10.91735131,-179.13349838,0.92198093,0.49320132,-0.60097019,4.12993955,6.67641653,-10.06950731,14.40562285,0.25142555,14.97309743,-3.69676176,-7.49999987,9.40502427,-21.95018045,-17.28065778,30.48872962,0.53212872,29.82218988,13.89121916,-7.49999987,-16.57700612,13.86496652,5.47453988,31.63123795,-8.39614978,6.81152149,28.1977818,95.33597242,29.56135523,-5.43754649,9.6190075,30.77054992,102.99008304
667,5.55833333,-89.58117046,11.43756087,-179.18343723,0.92183398,0.49594496,-0.60147854,3.92085737,7.39250991,-9.62827749,14.28257427,0.24927795,14.6743947,-4.38007588,-7.49999987,9.4597881,-22.83568067,-17.56937422,31.07358814,0.54233642,30.04224484,14.58054053,-7.49999987,-16.20434472,14.40446492,5.75646626,32.30726775,-8.03978609,5.22470213,28.54470184,97.74538326,30.10112288,-5.29133398,8.79574898,31.50134767,106.03900893
668,5.56666667,-89.60054806,11.41037894,-179.26459276,0.92190558,0.49829594,-0.6014672,3.91421397,7.33467917,-9.68563465,14.60018719,0.25482134,14.78617918,-4.43758796,-7.49999987,9.36284658,-22.85189237,-17.51142284,31.38488955,0.54776966,30.04795843,14.40474939,-7.49999987,-15.89083791,14.39912316,5.84707795,32.84127216,-7.97001341,5.25083024,29.23547338,98.04477673,30.71506274,-5.42491209,9.22580615,32.21531447,106.0134914
669,5.575,-89.62032995,11.20655448,-179.4495485,0.92221871,0.50050849,-0.60155406,4.05438105,7.00884122,-9.88199223,15.23572494,0.26591356,15.08890826,-4.17846783,-7.49999987,9.12542039,-22.66584049,-17.70327869,31.42381839,0.54844909,29.96593363,14.36396293,-7.49999987,-15.60886008,14.16284232,5.99590845,33.43203281,-7.91591743,5.50355158,29.74555155,97.76346539,31.31786202,-5.51425825,9.46380835,32.89587556,106.06860376
670,5.58333333,-89.62557082,11.28457995,-179.3203915,0.92252588,0.50258738,-0.60136733,4.05900411,7.08438563,-9.89828359,15.49435263,0.27042747,14.91023303,-4.53075089,-7.49999987,9.18733748,-22.81533128,-17.61238845,31.56075763,0.55083914,29.84516453,14.42671536,-7.49999987,-15.25850944,14.28792529,5.94922591,34.04779548,-7.87624768,5.57682099,30.32478143,97.54373624,31.83426091,-5.51292548,9.40278757,33.78706837,105.88376134
671,5.59166667,-89.64442762,11.04481699,-179.37561066,0.92307754,0.50469159,-0.60135012,4.17195253,6.73077407,-10.09391406,16.01498833,0.27951428,15.05880092,-4.36426021,-7.49999987,9.13112975,-22.63260122,-17.8540812,31.81379608,0.55525549,29.75741898,14.50478783,-7.49999987,-14.96409472,14.00433615,6.03753338,34.62424862,-7.7994397,5.45688169,30.99995271,97.97519687,32.40268864,-5.53451891,9.36077725,34.60134334,106.31760968
672,5.6,-89.655069,11.16986689,-179.25013175,0.92349654,0.50687242,-0.60127661,4.11050835,6.89457381,-10.18721254,16.10939009,0.2811619,14.94669167,-4.66075188,-7.49999987,9.22986445,-22.86769971,-17.65712417,32.21473033,0.56225311,29.75622536,14.61377155,-7.49999987,-14.61680012,14.15262939,6.01529014,35.14850521,-7.75563369,5.3780613,31.71341255,98.10058367,32.86776301,-5.47890115,9.01736428,35.5496871,106.14764495
673,5.60833333,-89.66276639,11.14049084,-179.20681271,0.92396891,0.50864285,-0.60120314,4.1929504,6.82950123,-10.3124992,16.46467596,0.28736281,14.92252825,-4.75628026,-7.49999987,9.218781,-22.81911847,-17.32752473,32.45612941,0.56646632,29.71682864,14.42458939,-7.49999987,-14.33767822,14.1239394,6.01813245,35.69638171,-7.62012755,5.04343457,32.41760797,98.50104242,33.39779006,-5.4446933,8.67706519,36.48408044,106.38834582
674,5.61666667,-89.67149429,10.96513087,-179.346559,0.92460924,0.51029559,-0.60120204,4.3245629,6.57133396,-10.29280332,16.94170726,0.29568857,14.88293919,-4.70137163,-7.49999987,9.09169589,-22.56914049,-17.25102761,32.60530405,0.56906991,29.59449354,13.99974002,-7.49999987,-14.11006181,13.94604172,6.16565161,36.28270437,-7.52544094,4.93281608,33.11563227,98.42918409,33.96704578,-5.44412228,8.72868256,37.32051516,106.26571247
675,5.625,-89.68322286,10.96804018,-179.32198783,0.92525342,0.51232827,-0.60101412,4.34538505,6.54901583,-10.25133978,17.22261097,0.30059127,14.6337834,-4.84356667,-7.49999987,9.10085382,-22.5248875,-17.02768475,32.76194981,0.57180389,29.33431145,13.60999056,-7.49999987,-13.79277876,13.99294088,6.17231018,36.7880106,-7.43060658,4.82687982,33.90254073,98.02577795,34.42519678,-5.3970687,8.61560287,38.15265148,106.52272183
676,5.63333333,-89.6932142,10.81690427,-179.47622468,0.92605829,0.51433747,-0.60101855,4.4168391,6.31230288,-9.96414857,17.64024216,0.30788031,14.54463578,-4.80026229,-7.49999987,8.98960746,-22.37327129,-17.20054483,32.82785565,0.57295417,29.00492113,13.47687526,-7.49999987,-13.52755899,13.82073531,6.33717462,37.257718,-7.35239603,4.71885751,34.63183336,98.0368478,34.84271627,-5.34450423,8.52187266,38.97675401,106.41900771
677,5.64166667,-89.69779102,11.01967716,-179.32759957,0.92673904,0.51637585,-0.60070598,4.43113718,6.49991806,-9.99660035,17.8926548,0.31228574,14.25922717,-4.86609067,-7.49999987,9.07290114,-22.67876987,-17.12385318,33.02637553,0.57641899,28.81838075,13.69750381,-7.49999987,-13.184778,14.09690022,6.23887629,37.71656551,-7.31928817,4.80756658,35.36672525,97.8610347,35.22130966,-5.29753751,8.35619161,39.82759957,106.84400595
678,5.65,-89.70659052,10.6915071,-179.28268785,0.92765606,0.51821789,-0.60003634,4.62955691,5.9353882,-10.6610611,18.51912547,0.32321971,14.30160539,-4.33356486,-7.49999987,8.95346481,-22.2674489,-17.15528594,33.04107067,0.57667547,28.59687184,13.63872226,-7.49999987,-12.88260026,13.77325415,6.17506155,38.17386589,-7.25921211,4.91797513,36.01385752,97.5357152,35.63871409,-5.24040696,8.29186703,40.64294435,106.62958855
679,5.65833333,-89.71139719,10.66557925,-179.09781067,0.92872242,0.51963688,-0.5996802,4.78923406,5.84722908,-10.95135553,18.90340542,0.32992666,13.90380081,-4.54835458,-7.49999987,9.11412804,-22.24193647,-16.98358692,33.31621935,0.58147772,28.20558778,13.36324919,-7.49999987,-12.60611071,13.78014576,6.02969063,38.65480165,-7.17756034,4.92454066,36.69714848,97.23701829,36.07655141,-5.16923435,8.31278505,41.37528011,106.00534974
680,5.66666667,-89.71838593,10.52774369,-179.31942807,0.93004757,0.5210404,-0.60022009,5.01444341,5.62751152,-10.89757892,19.47692592,0.33993649,13.70297429,-4.46262656,-7.49999987,8.96022985,-22.20168187,-17.32846985,33.44214331,0.58367551,27.96895836,13.55189169,-7.49999987,-12.42689195,13.56814453,6.27859806,39.09283393,-7.00028669,4.5312326,37.33361921,97.87759028,36.47207658,-5.09657045,8.16299212,42.17452699,106.3432656
681,5.675,-89.72460468,10.41430322,-179.45690898,0.93146885,0.52255851,-0.60060446,5.17217377,5.42779973,-10.83887888,19.92863338,0.34782027,13.40218609,-4.37543336,-7.49999987,8.82035951,-22.15352098,-17.37220754,33.5830435,0.58613468,27.80863015,13.75574071,-7.49999987,-12.21492914,13.39370479,6.45479355,39.44675331,-6.79198714,4.15537662,38.00061267,98.05958175,36.85036177,-5.06843962,8.27493861,43.04212419,105.84382407
682,5.68333333,-89.72712081,10.26624278,-179.43356296,0.93294769,0.52420079,-0.60051875,5.28484148,5.15659444,-10.73624825,20.34178992,0.35503121,13.25519188,-4.13200574,-7.49999987,8.80451469,-22.00137455,-17.23608932,33.76703945,0.58934602,27.47232626,13.727709,-7.49999987,-11.92911986,13.22763073,6.43710507,39.76944577,-6.67017896,4.16033706,38.6715843,98.32795515,37.12994723,-5.047982,8.15352462,43.90865534,106.33424039
683,5.69166667,-89.73039962,10.43410602,-179.40472523,0.93453267,0.52590869,-0.60048423,5.26844491,5.32495998,-10.58916624,20.43272046,0.35661825,12.72565189,-4.2764917,-7.49999987,8.77838061,-22.26348013,-17.35347088,33.78909671,0.58973099,27.05731501,13.89501476,-7.49999987,-11.63721447,13.45267538,6.46052903,40.14089251,-6.7586175,4.59368014,39.35960416,97.5833436,37.36104646,-4.98963801,8.18951789,44.73993835,105.83398677
684,5.7,-89.73907716,10.12350083,-179.47465819,0.93623785,0.52729216,-0.60046422,5.57113462,4.79905,-11.11689623,21.08767515,0.36804936,12.39940212,-4.06630164,-7.49999987,8.66813014,-21.92376319,-17.4256772,33.81966953,0.59026459,26.64130989,13.87156401,-7.49999987,-11.41740492,13.08895192,6.49420044,40.46511721,-6.6954364,4.77172794,40.11941242,96.16204329,37.67306918,-4.95626377,8.23264516,45.6425368,104.31666201
685,5.70833333,-89.73854903,10.0687379,-179.50663553,0.93802276,0.52864136,-0.60052811,5.59036007,4.74586234,-10.38788665,21.24083953,0.37072259,11.66365795,-4.36138792,-7.49999987,8.67186534,-21.87463426,-17.2240137,34.02197814,0.59379554,26.23062428,13.62456576,-7.49999987,-11.21513206,13.02935585,6.52128805,40.74745097,-6.56272773,4.71441192,40.80933976,97.348641,37.9267943,-4.95585075,8.08547954,46.45110015,106.07424326
686,5.71666667,-89.740815,9.76269581,-179.28113192,0.93953175,0.52993196,-0.59976237,5.78093475,4.15403799,-10.84710407,21.78644521,0.3802452,11.49593375,-3.65568517,-7.49999987,8.71556422,-21.43605468,-16.89646663,33.95665675,0.59265546,25.75693613,13.44961585,-7.49999987,-10.94866263,12.72472637,6.21777383,40.9984669,-6.37270409,4.78524609,41.41243839,97.97332625,38.13951538,-4.98536981,7.90456162,47.28630276,107.3158927
687,5.725,-89.74405222,9.70614297,-179.4131542,0.94121508,0.5313714,-0.59981082,5.84880961,4.04564939,-10.64410048,21.99064885,0.38380923,11.1604017,-3.43873524,-7.49999987,8.5568223,-21.43666198,-17.21360078,33.82915295,0.5904301,25.32453813,13.77513934,-7.49999987,-10.75651312,12.67873319,6.30844413,41.25844577,-6.33897788,5.29883178,42.09948602,97.26571256,38.28939074,-4.95988597,7.85707023,48.090799,106.81837981
