frame,time,pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,knee_angle_r_beta,ankle_angle_r,subtalar_angle_r,mtp_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,knee_angle_l_beta,ankle_angle_l,subtalar_angle_l,mtp_angle_l,lumbar_extension,lumbar_bending,lumbar_rotation,arm_flex_r,arm_add_r,arm_rot_r,elbow_flex_r,pro_sup_r,arm_flex_l,arm_add_l,arm_rot_l,elbow_flex_l,pro_sup_l
583,4.85833333,-77.74795421,1.95356578,-182.21723618,0.92523116,0.38631622,-0.61065599,20.90432907,-2.91911072,-14.90317968,9.50080767,0.16582038,27.60097737,7.68264826,-7.49999987,19.22835379,-8.37633188,-16.44697202,11.66833181,0.20365081,30.36428315,7.64003937,-7.49999987,-15.807749,2.73814681,-2.01880706,-13.9396873,-11.73878577,-5.60214963,17.88169709,99.41063602,-22.03751502,-10.0336459,-7.37308847,30.91270559,108.62548994
584,4.86666667,-77.82395523,1.86111993,-182.2925367,0.92526643,0.38640108,-0.61064567,20.87132555,-3.01480922,-14.85279929,9.56873035,0.16700585,27.82998141,7.66806664,-7.49999987,19.05704939,-8.28259444,-16.53781386,11.54233468,0.20145174,30.33911719,7.65265989,-7.49999987,-15.88512335,2.60161403,-2.03055224,-13.81094995,-11.84752943,-4.49778923,17.76271656,98.05277367,-22.00980843,-9.99637342,-7.33500406,30.96512941,107.53605895
585,4.875,-77.79379963,1.89243894,-182.19890574,0.92511223,0.38627945,-0.61033495,20.9797196,-3.06797263,-15.20065598,9.7201881,0.16964929,28.11222013,7.85996793,-7.49999987,19.1501938,-8.28278905,-16.3890899,11.57672898,0.20205204,30.3186131,7.59332354,-7.49999987,-15.84868729,2.65990219,-2.1004008,-13.73497485,-11.90623848,-3.92117501,17.6800212,97.74343296,-21.89305864,-9.97762289,-7.23099769,30.85110464,107.86898672
586,4.88333333,-77.79304985,1.91094238,-182.18271039,0.92509167,0.38611517,-0.61017869,20.99290476,-3.03861224,-14.97510615,9.70595881,0.16940094,27.9447075,7.63767457,-7.49999987,19.22051983,-8.30975592,-16.43768125,11.67273091,0.20372759,30.4625264,7.71364038,-7.49999987,-15.85268057,2.69336979,-2.06657863,-13.64960803,-11.87922549,-3.87761484,17.63643232,97.47605278,-21.74292554,-9.90504875,-7.39689418,30.78804656,107.85044108
587,4.89166667,-77.79324611,1.96738639,-182.04199407,0.92507198,0.38606596,-0.60977102,20.91261902,-2.98742471,-14.73732223,9.57009874,0.16702973,27.61781659,7.57732485,-7.49999987,19.25242422,-8.31324303,-16.38976939,11.67636511,0.20379102,30.438379,7.61130584,-7.49999987,-15.84649673,2.81674062,-2.08576205,-13.64545597,-11.79119524,-4.61567859,17.76298943,98.2997777,-21.58580436,-9.87725769,-7.50307885,30.76877644,108.33825738
588,4.9,-77.80436183,2.01891049,-181.87239293,0.92502609,0.38609828,-0.60932297,20.8971803,-3.00802892,-14.80507366,9.61333808,0.1677844,27.54910234,7.69621369,-7.49999987,19.27970578,-8.32232102,-16.39262212,11.72115697,0.20457278,30.36114396,7.74717088,-7.49999987,-15.84639616,2.93088397,-2.11628456,-13.65446161,-11.76714478,-4.88213135,17.87734813,98.80692431,-21.38090657,-9.88928129,-7.50922861,30.7024633,108.50450418
589,4.90833333,-77.87625699,2.01091955,-181.78368555,0.92509093,0.38643964,-0.60899238,20.82593556,-3.10354721,-15.10092186,9.71851243,0.16962004,27.73179465,8.15656586,-7.49999987,19.12341027,-8.26367045,-16.41192003,11.59884789,0.20243809,30.23921798,7.94310998,-7.49999987,-15.87377454,2.94253542,-2.18052089,-13.60017989,-11.80124939,-4.15265256,17.86191535,97.88719641,-21.26457565,-9.88972524,-7.45942638,30.69539052,107.67433735
590,4.91666667,-77.94181135,2.15014407,-181.71747733,0.92513609,0.38670938,-0.60883078,20.63354213,-2.89783201,-14.76547606,9.51681354,0.16609973,27.57349796,7.71884606,-7.49999987,19.05274458,-8.38862576,-16.19632628,11.59539251,0.20237778,30.17645139,7.80384349,-7.49999987,-15.90272566,3.10867224,-2.20612609,-13.49245735,-11.74170134,-4.31613108,17.86788174,96.60315699,-21.13705288,-9.81894054,-7.51539365,30.67116962,107.40481733
591,4.925,-77.99345748,2.00845555,-181.80518227,0.92512736,0.38701456,-0.60879962,20.68901022,-3.09200533,-14.88753983,9.73895749,0.16997687,27.80608069,8.09939959,-7.49999987,18.92164552,-8.25516408,-16.44249104,11.55198803,0.20162023,30.29167581,8.0722089,-7.49999987,-15.90426542,2.92334326,-2.21830051,-13.21413782,-11.686892,-4.05511828,17.53333712,97.05803605,-21.09940265,-9.6816311,-8.03580419,30.80757157,107.64285415
592,4.93333333,-78.01594702,2.14038317,-181.69748396,0.92513884,0.38720157,-0.60859635,20.5639169,-2.92061513,-14.60177039,9.56210742,0.16689026,27.65803264,7.56845927,-7.49999987,18.93632515,-8.3268258,-16.0875315,11.58200963,0.2021442,30.22980815,7.85351192,-7.49999987,-15.90002215,3.10322826,-2.18614005,-13.18232281,-11.60596791,-4.50902976,17.60079672,97.74996972,-20.86498671,-9.64818211,-8.10785894,30.70733421,108.41066581
593,4.94166667,-78.09405735,2.05089404,-181.77220998,0.92518646,0.3876189,-0.60853391,20.56562189,-3.06869299,-14.7848648,9.77125714,0.17054061,27.88460207,7.92819293,-7.49999987,18.85077732,-8.26824251,-16.44145143,11.67987885,0.20385234,30.36186992,8.12252963,-7.49999987,-15.93899066,2.98721771,-2.08106407,-13.15309446,-11.54119083,-4.56241706,17.74803619,97.01445682,-20.6702568,-9.66365401,-7.80920835,30.69428456,107.51635549
594,4.95,-78.11084218,2.20975745,-181.62848397,0.9251415,0.38779979,-0.60817624,20.54905052,-2.95252782,-14.81409665,9.81361752,0.17127994,27.84101352,7.54387896,-7.49999987,18.93613093,-8.37941206,-16.13994915,11.76745127,0.20538077,30.37762378,7.80761959,-7.49999987,-15.94149572,3.20078193,-2.05169144,-13.16797105,-11.41936366,-6.0160708,17.98211552,99.36521622,-20.4550763,-9.62322488,-7.85632733,30.72923159,108.48568492
595,4.95833333,-78.15515126,2.17470822,-181.52689613,0.92512618,0.3882317,-0.60774575,20.55184225,-3.10515251,-15.28802064,9.9654193,0.17392938,28.03934172,7.86639432,-7.49999987,18.89925718,-8.28782834,-16.14744382,11.7650395,0.20533868,30.37799276,7.73792349,-7.49999987,-15.92569379,3.19080404,-2.1107691,-12.98020127,-11.48168609,-4.96322214,17.74664285,98.22348059,-20.34247556,-9.54871749,-7.87287158,30.85626196,108.05290399
596,4.96666667,-78.27341643,2.01293249,-181.60185386,0.92524729,0.38873278,-0.60760816,20.41307801,-3.26902367,-15.1425313,9.959376,0.1738239,28.08575853,7.8761435,-7.49999987,18.60475779,-8.07101214,-16.02562748,11.57601949,0.20203965,30.33347207,7.6401151,-7.49999987,-15.98403966,2.99195547,-2.05449038,-12.78975192,-11.47319376,-4.1377291,17.59023053,96.54112093,-20.16355294,-9.66974024,-7.06843483,30.86417366,106.78156681
597,4.975,-78.27942869,2.1985997,-181.38591215,0.92509114,0.38880657,-0.60730521,20.35539754,-3.12482769,-15.31478857,9.95673187,0.17377775,28.1560038,7.97546297,-7.49999987,18.79148692,-8.27880644,-15.8367789,11.9039401,0.20776295,30.46644781,7.81479463,-7.49999987,-15.96193277,3.22710702,-2.18533839,-12.66482065,-11.43379253,-4.16408276,17.66357264,96.54516005,-19.93697895,-9.66850282,-6.88488447,30.85622367,106.96733468
598,4.98333333,-78.30309498,2.43530711,-180.95759683,0.92511732,0.38833877,-0.60676752,20.23010639,-2.91378965,-15.10832787,9.78681532,0.17081215,28.00213625,7.52916565,-7.49999987,19.16709329,-8.47834364,-15.19064495,12.39269007,0.21629324,30.3078713,7.51014851,-7.49999987,-16.02618262,3.56319051,-2.45421434,-12.47741422,-11.28599916,-4.47123058,17.79750356,95.55365886,-19.58647161,-9.63305706,-6.90397585,30.80175492,106.92567711
599,4.99166667,-78.42374801,2.51066431,-180.97075749,0.92531196,0.38879957,-0.60648663,20.08500683,-2.8414016,-14.86122165,9.77948422,0.1706842,27.92854346,7.50212734,-7.49999987,19.02712458,-8.56002394,-15.21966535,12.4215162,0.21679636,30.30689522,7.70368649,-7.49999987,-16.12257741,3.67942947,-2.31534241,-12.40418098,-11.20850336,-4.63014019,17.96624634,94.71978015,-19.2867378,-9.54580209,-6.74328365,30.7253058,106.82121027
600,5.0,-78.45963917,2.39760303,-181.02581815,0.92542102,0.38903846,-0.60631094,20.16378414,-3.01772947,-14.82664632,9.95718767,0.17378571,27.75046488,7.33019262,-7.49999987,18.92285891,-8.43164259,-15.26798942,12.37840285,0.21604389,30.37708119,8.0887086,-7.49999987,-16.13651504,3.56206767,-2.24489657,-12.23836502,-11.12220838,-4.79949217,18.06031365,94.97565479,-19.02242082,-9.47400209,-6.97910108,30.73868388,108.22814194
601,5.00833333,-78.48265813,2.30890551,-180.99818527,0.92543931,0.38935666,-0.60608634,20.21242109,-3.16716709,-14.81722728,10.10153968,0.17630513,27.53449131,6.95478672,-7.49999987,18.9180165,-8.3418303,-15.20670699,12.5075235,0.21829747,30.65980977,8.46780011,-7.49999987,-16.11280084,3.4753088,-2.176491,-12.17698112,-10.85210857,-6.90461295,18.26131016,98.71346024,-18.66731465,-9.46340402,-6.92668917,30.65854125,108.61101648
602,5.01666667,-78.56254568,2.32647094,-180.89898247,0.92547187,0.38980829,-0.60571098,20.11847708,-3.19322791,-14.81446656,10.18459756,0.17775476,27.34271933,6.99594932,-7.49999987,18.87460745,-8.34128596,-15.21382972,12.63985182,0.22060703,30.81112668,8.63569087,-7.49999987,-16.13696242,3.52941637,-2.2230563,-11.99347065,-10.76578349,-6.91778662,18.25602716,98.67156304,-18.38450686,-9.4078927,-6.81707185,30.65858383,108.31276615
603,5.025,-78.6373547,2.2956968,-180.8951808,0.92540057,0.3903413,-0.60555817,20.06952184,-3.25395228,-14.82981919,10.32951409,0.18028403,27.21020283,7.2958582,-7.49999987,18.82012215,-8.34558215,-15.48024017,12.7843976,0.22312983,30.89663298,8.84556809,-7.49999987,-16.14050018,3.50352831,-2.18637463,-11.756166,-10.7582562,-5.83372989,18.0753523,97.03119201,-18.09101478,-9.43855072,-6.17577792,30.56987994,106.98978623
604,5.03333333,-78.75301821,2.3830126,-180.83342696,0.9253483,0.39101339,-0.60525708,19.90144193,-3.19757252,-14.87486177,10.33325018,0.18034924,27.28917389,6.82160804,-7.49999987,18.63114763,-8.33322925,-14.99126823,12.69084849,0.22149709,30.76742031,8.23780012,-7.49999987,-16.1951162,3.63574102,-2.12916715,-11.69116726,-10.59348228,-7.17518418,18.35963792,98.61702426,-17.82885385,-9.31667277,-6.45872468,30.59780556,108.24840103
605,5.04166667,-78.82860128,2.44058452,-180.88119236,0.92530806,0.39163488,-0.60525179,19.76232608,-3.08071005,-14.47289163,10.27710183,0.17936926,27.08136715,6.80113362,-7.49999987,18.54816226,-8.39406479,-14.91504452,12.78080001,0.22306704,30.71015801,8.06062011,-7.49999987,-16.20800763,3.69590842,-1.99446309,-11.49282259,-10.5477785,-7.09582182,18.36603483,98.58205583,-17.5284072,-9.24065858,-6.24076416,30.59263303,108.03048771
606,5.05,-78.90019427,2.54190357,-180.80788317,0.92533372,0.39221672,-0.60496588,19.69356877,-3.03018621,-14.5864245,10.35171906,0.18067158,27.16810163,6.71058387,-7.49999987,18.53413562,-8.49447064,-14.83667806,12.94130313,0.22586835,30.7201154,8.0392762,-7.49999987,-16.23784282,3.84231397,-1.95166335,-11.27767351,-10.49531998,-6.82937632,18.35857677,97.56001268,-17.15187219,-9.13854402,-5.92371418,30.48521093,107.56039286
607,5.05833333,-78.98819137,2.56531278,-180.79067588,0.92533157,0.39277422,-0.60469593,19.68731441,-3.10663206,-14.92968098,10.58270735,0.18470309,27.31859678,7.0218144,-7.49999987,18.52084381,-8.57944113,-15.1765091,13.16167891,0.22971463,30.72128958,8.32814548,-7.49999987,-16.28597577,3.87783469,-1.93909797,-10.94004759,-10.49011092,-6.06595505,18.16675017,97.15606825,-16.78715545,-8.99230548,-5.908665,30.37776378,107.26735156
608,5.06666667,-79.07728863,2.66845006,-180.74204414,0.92530687,0.39327099,-0.6044916,19.59390072,-3.01344654,-14.89614466,10.65961729,0.18604542,27.07984685,6.95373649,-7.49999987,18.45747702,-8.69458202,-15.30009397,13.23825137,0.23105107,30.49209638,8.20513039,-7.49999987,-16.32622419,3.99417729,-1.8751878,-10.65590311,-10.37119138,-6.19489612,18.11135735,97.55318258,-16.37850024,-8.91949944,-5.89438629,30.27640104,107.67927408
609,5.075,-79.19636892,2.80384484,-180.56577413,0.92528937,0.39378488,-0.60413415,19.38611816,-2.87756885,-14.89165566,10.60287888,0.18505515,26.7829742,6.84126393,-7.49999987,18.42085346,-8.79033445,-15.23704535,13.40901207,0.23403141,30.37174385,8.08559917,-7.49999987,-16.39540987,4.17135542,-1.92048116,-10.39139209,-10.16395858,-7.06014061,18.21431939,98.39415333,-15.94644108,-8.88821165,-5.62298612,30.0983268,107.95914542
610,5.08333333,-79.40775346,2.90868752,-180.46606865,0.92546308,0.39468159,-0.60385905,18.98642303,-2.71848953,-14.60762178,10.40419682,0.18158749,26.53208185,6.5793146,-7.49999987,18.10135705,-8.81905705,-15.03280442,13.30062397,0.23213968,30.26764517,7.98803678,-7.49999987,-16.52546058,4.32350171,-1.8778421,-10.01140651,-10.08174252,-6.26973176,18.05514891,95.14248761,-15.42359237,-8.89295509,-4.583517,29.86100152,105.61002546
611,5.09166667,-79.5943466,2.91741286,-180.4210028,0.92553404,0.39558293,-0.60360124,18.76966892,-2.75807766,-14.59761187,10.51906633,0.18359234,26.56617677,6.79246446,-7.49999987,17.87220476,-8.81853065,-15.00193671,13.3966533,0.23381571,30.45827444,8.32626785,-7.49999987,-16.62669697,4.36945689,-1.87761235,-9.60114173,-10.09403692,-5.34167159,17.85642484,94.2829738,-14.93521659,-8.76814828,-4.37685624,29.65168489,105.38032679
612,5.1,-79.6859379,2.87269707,-180.45806773,0.92538202,0.39643089,-0.60355376,18.7909795,-2.89686989,-14.80010498,10.84206471,0.18922973,26.6211992,7.16169567,-7.49999987,17.77433361,-8.82909973,-15.18102152,13.59913079,0.23734961,30.83548355,8.89359922,-7.49999987,-16.61831946,4.3194267,-1.89742553,-9.18094316,-10.10537838,-4.57968149,17.6201817,95.44871677,-14.55523478,-8.56060617,-4.94779496,29.49728879,106.62401638
613,5.10833333,-79.81844689,2.85543505,-180.44493006,0.9253618,0.39717551,-0.60326346,18.67577427,-2.94825019,-14.62118024,10.96505297,0.19137628,26.48962531,7.05117957,-7.49999987,17.59907029,-8.78623897,-15.02951551,13.60775166,0.23750007,30.825651,8.86976524,-7.49999987,-16.68375595,4.33031595,-1.84161706,-8.88924009,-9.96419861,-5.03976246,17.78651492,96.05367773,-14.02787959,-8.45899005,-4.91049839,29.23743411,106.96416417
614,5.11666667,-79.93523581,3.03214308,-180.32463885,0.92525083,0.39784366,-0.60294213,18.48669756,-2.77597818,-14.51594165,10.93977056,0.19093502,26.23119425,6.79327088,-7.49999987,17.58670859,-8.98627808,-14.87665366,13.82636134,0.24131553,30.73106675,8.90909405,-7.49999987,-16.73158336,4.56189845,-1.72120703,-8.58448419,-9.84354929,-4.86303166,17.88578289,93.41776565,-13.34697494,-8.47740833,-3.74478648,28.86098333,105.23762652
615,5.125,-80.09143311,2.95178831,-180.30353547,0.92505429,0.39853546,-0.60256635,18.47631083,-2.98341194,-14.765535,11.33788506,0.19788342,26.3896823,6.87314923,-7.49999987,17.38301679,-8.85747286,-14.75037501,13.82690977,0.2413251,30.65712645,8.77680221,-7.49999987,-16.82347215,4.48709512,-1.71502348,-8.21867557,-9.70057475,-5.754924,17.9716202,96.88911387,-12.88012178,-8.38303942,-3.82360643,28.84625077,107.14222281
616,5.13333333,-80.18853443,3.13909653,-180.22059898,0.92471693,0.39932026,-0.6023226,18.40209698,-2.83719053,-14.9570606,11.505124,0.20080229,26.4874242,6.82536555,-7.49999987,17.51297408,-9.19075167,-15.08724163,14.39638801,0.25126437,31.05044785,9.5055794,-7.49999987,-16.82000317,4.72226404,-1.69942965,-7.67800031,-9.76772663,-4.07620481,17.64605117,95.48237085,-12.35348958,-8.29439184,-3.05250552,28.62534909,105.9732472
617,5.14166667,-80.37791437,3.12494208,-180.29565706,0.9246212,0.40003242,-0.60199791,18.26468268,-2.84950472,-14.64577491,11.680547,0.203864,26.55852062,6.75812979,-7.49999987,17.31898155,-9.20645701,-15.03994478,14.56524148,0.25421142,31.09714702,9.59497489,-7.49999987,-16.96766318,4.73688952,-1.44639189,-7.19884721,-9.69465095,-4.09590505,17.55467227,95.38014773,-11.6699865,-8.17633516,-2.62094065,28.36256087,106.3769007
618,5.15,-80.57321035,3.14218574,-180.33335642,0.92457439,0.40075271,-0.60158626,18.18797379,-2.92459548,-14.72273797,12.03219374,0.2100014,26.39329875,7.00600549,-7.49999987,17.16036299,-9.2727012,-15.289287,14.74083602,0.25727612,31.01871565,9.97214392,-7.49999987,-17.11622407,4.80903906,-1.28173113,-6.59904927,-9.72776322,-3.03657085,17.31708885,94.07519617,-10.98268567,-8.08161699,-1.89771052,28.11690308,105.24249367
619,5.15833333,-80.85739137,3.21919985,-180.28332329,0.92476411,0.40159026,-0.6012505,17.90225893,-2.87929774,-14.53992913,12.15975664,0.21222779,25.68974892,6.63052059,-7.49999987,16.88498071,-9.32361936,-15.21002438,14.827124,0.25878213,30.74956901,9.81813969,-7.49999987,-17.36855186,4.92297435,-1.13843851,-6.04033059,-9.64413409,-2.61593432,17.27161956,92.11098083,-10.20786645,-8.0805973,-0.87576801,27.81305075,103.25146027
620,5.16666667,-80.93648192,3.40292892,-180.25633304,0.92442076,0.40213949,-0.601282,17.85741268,-2.67252579,-14.29731053,12.24419619,0.21370154,25.21074884,6.18514336,-7.49999987,17.01423354,-9.62585225,-15.28084497,15.32658615,0.26749939,30.67177961,9.9189051,-7.49999987,-17.39155047,5.13105865,-1.10378852,-5.37677984,-9.63488554,-2.33083961,17.03503934,94.79757334,-9.61079325,-7.95258121,-1.12771032,27.68177417,105.87453081
621,5.175,-81.07419284,3.64450264,-180.06953806,0.92411301,0.40292605,-0.60098503,17.6473823,-2.45827571,-14.40332155,12.19897762,0.21291232,24.87907019,5.89593473,-7.49999987,17.14970892,-10.00027834,-15.38731893,15.94680388,0.27832423,30.77994412,10.29484211,-7.49999987,-17.43670068,5.45396611,-1.08556034,-4.8624471,-9.53000376,-2.64462104,17.14098661,95.2105823,-8.8242413,-7.76210606,-1.14708212,27.35468591,106.47151845
622,5.18333333,-81.41552942,3.85318058,-179.78458102,0.92419756,0.40425719,-0.60036685,17.11040844,-2.32626748,-14.72095405,12.1050347,0.21127271,24.51342264,6.10249673,-7.49999987,16.94886762,-10.23123954,-15.12521015,16.33147935,0.28503809,30.93692359,10.32721097,-7.49999987,-17.65211923,5.78164775,-1.15614041,-4.28181985,-9.46938936,-1.69579747,17.18749498,91.46320296,-7.93871189,-7.77185044,0.35326419,26.87571561,102.99490259
623,5.19166667,-81.66418053,3.94738399,-179.98803653,0.92406231,0.40552003,-0.60082907,16.82633253,-2.12276397,-14.26242053,12.15557146,0.21215474,24.06288626,5.9055995,-7.49999987,16.71165889,-10.54212982,-15.67940919,16.64611052,0.29052944,31.09746619,10.69511036,-7.49999987,-17.79116924,5.83492383,-0.90706933,-3.64605979,-9.30780284,-2.58284609,17.08253603,95.31820216,-7.32830999,-7.69069018,0.02221525,26.76643496,106.06667787
624,5.2,-81.93648356,4.02086633,-179.99316725,0.92400092,0.40697962,-0.60068472,16.44818437,-2.03231395,-14.11891082,12.15692547,0.21217838,23.71038825,5.84240541,-7.49999987,16.38996316,-10.66637047,-15.99549551,16.70096044,0.29148675,30.92963965,10.9225869,-7.49999987,-17.92946108,5.9305709,-0.77022187,-3.02591605,-9.27242076,-1.81219083,17.0732179,94.60444443,-6.57095456,-7.63353931,0.62974352,26.48476165,105.25543955
625,5.20833333,-82.1701169,4.18554384,-179.85111355,0.92378694,0.40838778,-0.60043393,16.12634051,-1.88204581,-14.0991955,12.23654281,0.21356796,23.48207274,5.79944749,-7.49999987,16.25651802,-10.8767834,-15.99617462,17.02066044,0.29706657,30.71677589,11.19689852,-7.49999987,-18.03738269,6.1373892,-0.76651199,-2.3735288,-9.1428169,-1.90595771,17.11754805,95.241031,-5.8067449,-7.49158529,0.65545834,26.16434044,105.79535765
626,5.21666667,-82.39714414,4.36834798,-179.81290218,0.92367268,0.40957148,-0.60030271,15.81834193,-1.67333702,-14.01534048,12.25002528,0.21380327,23.14542583,5.64591333,-7.49999987,16.1654598,-11.17596451,-16.02825081,17.49405999,0.30532895,30.7290573,11.61256536,-7.49999987,-18.17534932,6.34597427,-0.67732526,-1.58284432,-9.1006049,-0.80032776,16.96697533,94.05210377,-4.97222108,-7.35942662,1.18748259,25.7888708,104.43618176
627,5.225,-82.57565318,4.65394982,-179.69732182,0.92334466,0.41056018,-0.59984303,15.61447421,-1.43604148,-14.2009946,12.33235709,0.21524024,22.90451551,5.64983076,-7.49999987,16.20532671,-11.54182238,-15.88900768,18.00620631,0.31426759,30.65111249,11.89802111,-7.49999987,-18.27145164,6.71949108,-0.59817241,-0.90917726,-9.02067482,-1.36953368,17.13217604,95.24802398,-4.16360693,-7.16222662,1.20062386,25.52653175,105.64695349
628,5.23333333,-82.83704331,4.92621759,-179.71910673,0.92315392,0.41185591,-0.59978168,15.32653812,-1.15395947,-14.21434985,12.44017743,0.21712206,22.64388756,5.4671332,-7.49999987,16.04279196,-11.98573373,-16.20290041,18.49084702,0.32272616,30.53915189,12.15412342,-7.49999987,-18.44950621,7.02321333,-0.36285355,-0.22080323,-8.99276453,-1.20246194,17.2287092,94.8034565,-3.3088203,-6.98515925,1.52898328,25.31180392,105.21639427
629,5.24166667,-83.04590051,4.892198,-179.68700049,0.92295252,0.41300507,-0.59929988,15.07282471,-1.27253025,-14.35060768,12.52599455,0.21861985,22.41313022,5.52515977,-7.49999987,15.82663275,-11.97724252,-16.28151707,18.72694298,0.32684681,30.29709384,11.73040265,-7.49999987,-18.55507713,7.02222397,-0.2192356,0.46606671,-8.82121907,-1.97285238,17.41866444,95.50242884,-2.3567154,-6.86267341,1.72819584,24.99343511,105.70449705
630,5.25,-83.34318831,5.11923569,-179.60684626,0.92296533,0.41458376,-0.59924429,14.61803825,-0.98627023,-14.13828377,12.43886919,0.21709922,21.92805621,5.02141935,-7.49999987,15.60653956,-12.38137081,-16.40366219,19.1321339,0.33391873,30.48882549,11.71789181,-7.49999987,-18.71166545,7.29680398,-0.14820543,1.29267496,-8.8414697,-0.58208863,17.34272832,94.27130262,-1.49578445,-6.77702881,2.21385882,24.77964562,104.39734622
631,5.25833333,-83.57205167,5.47982108,-179.18366762,0.92283864,0.41614338,-0.59848431,14.34829433,-0.80793139,-14.95641942,12.68807416,0.22144867,21.6447953,5.7445935,-7.49999987,15.63556128,-12.79538751,-15.90634619,19.56811663,0.34152806,30.65297705,11.39263122,-7.49999987,-18.7497644,7.82980662,-0.23556502,1.99089632,-8.80858972,0.27151952,17.5681892,90.79139782,-0.48730173,-6.70535875,3.50101335,24.40081324,100.50255601
632,5.26666667,-84.13480839,5.43558264,-179.70219204,0.92370033,0.41835819,-0.59943719,13.57628574,-0.59461297,-13.78554044,12.51408906,0.21841206,20.84649087,4.97172606,-7.49999987,14.65043658,-13.02238861,-16.97435526,19.54790111,0.34117524,30.76734953,11.94782675,-7.49999987,-19.26632575,7.61259229,0.30920125,2.91228959,-8.70042066,0.46193929,17.44324159,93.25931049,0.33355554,-6.53504241,2.87314708,24.24463932,103.16733755
633,5.275,-84.4291248,5.78100632,-179.44815751,0.92368428,0.42017102,-0.59905658,13.18178094,-0.32178752,-14.49880826,12.59208262,0.2197733,20.10837432,5.3058505,-7.49999987,14.50336397,-13.44224216,-16.72291739,20.03044976,0.3495973,30.76190597,12.60409942,-7.49999987,-19.40203757,8.05956614,0.31767009,3.66763033,-8.59503775,-0.23710806,17.63724113,95.81325479,1.22666079,-6.35814275,2.56024214,24.02200604,105.20596884
634,5.28333333,-84.82793365,5.87892696,-179.47096505,0.92388601,0.42231727,-0.59917546,12.57034276,-0.16818916,-14.52578856,12.44842228,0.21726596,19.05242022,5.18913086,-7.49999987,13.93778224,-13.61443991,-16.83732738,20.14225479,0.35154866,30.52905273,13.18636817,-7.49999987,-19.64071856,8.13437179,0.54629743,4.46627288,-8.47923609,-0.23578821,17.76195146,95.51759829,2.12470476,-6.30601065,3.02742613,23.87256254,104.73906804
635,5.29166667,-85.1000205,5.99589449,-179.60722131,0.92377144,0.42432869,-0.5995213,12.06205951,0.06155057,-14.40322251,12.17804481,0.21254698,18.18834603,4.98241399,-7.49999987,13.57554231,-13.91772826,-17.28264834,20.35872175,0.35532673,30.26007446,13.30769037,-7.49999987,-19.74969191,8.21848602,0.88484561,5.23619212,-8.36677271,-0.79648969,18.03498446,95.92188627,3.00498219,-6.18504378,3.12818422,23.74739049,105.09662958
636,5.3,-85.26797468,6.31422125,-179.39473704,0.92337353,0.42615487,-0.59906131,11.77132185,0.30110085,-15.14190219,12.16636363,0.2123431,17.62392945,5.48860969,-7.49999987,13.55620199,-14.31410955,-17.01922651,20.70377258,0.361349,29.88792939,12.98758188,-7.49999987,-19.70331534,8.66412533,0.96420736,6.0753913,-8.3712991,-0.04658477,18.27800331,93.09413622,3.99372538,-6.11429602,4.32914386,23.49254713,101.93449814
637,5.30833333,-85.58371048,6.33959994,-179.32580871,0.92336959,0.42813518,-0.59876136,11.39587901,0.26084533,-15.41341405,12.29287071,0.21455107,17.00246068,5.63848408,-7.49999987,13.23849234,-14.40030916,-17.1946196,21.00187834,0.36655193,29.48253013,13.23887233,-7.49999987,-19.84538966,8.72052238,1.08163446,6.9414191,-8.3404412,0.92789946,18.49343505,90.47640149,4.90873677,-6.17398187,5.74736258,23.50390728,98.70747732
638,5.31666667,-85.75047402,6.58664558,-179.55243692,0.92320736,0.42998173,-0.59954989,10.94464962,0.86418477,-14.02680029,11.78494028,0.20568601,15.85593778,4.0021354,-7.49999987,13.11725821,-14.89347275,-17.72977483,21.48836825,0.37504278,29.21839939,13.79138424,-7.49999987,-19.89429775,8.88754271,1.44426367,7.76683458,-8.1311864,-0.9262994,18.74007381,96.36313784,5.58825821,-5.92754524,3.6372739,23.73657976,105.35020368
639,5.325,-85.98778198,6.66231518,-179.63949676,0.92321626,0.43183391,-0.59975102,10.53302127,1.07033851,-13.61554853,11.65807346,0.20347177,15.40798981,3.58604598,-7.49999987,12.85298135,-15.03624967,-17.84639448,21.70492125,0.37882234,28.86470304,13.98122159,-7.49999987,-19.9899973,8.91776953,1.70156323,8.66803683,-8.05439299,-0.80558186,18.94946995,96.11814575,6.53647504,-5.87579715,3.987497,23.73377528,104.53944245
640,5.33333333,-86.28462226,6.7173562,-179.57376666,0.92315072,0.43404074,-0.59927909,10.20632393,1.06987157,-13.94569331,11.9377027,0.20835222,15.28212613,3.82407606,-7.49999987,12.46579035,-15.01803125,-17.58232222,21.72288869,0.37913593,28.58017777,13.99087203,-7.49999987,-20.08464883,9.0130196,1.84806952,9.52957964,-8.07372218,-0.08116635,19.12516187,94.45493379,7.49403926,-5.81391299,4.82105032,23.6609503,102.6058411
